Year,rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Hospital Total Days Title V For Adults & Peds,Hospital Total Days Title XVIII For Adults & Peds,Hospital Total Days Title XIX For Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds,Hospital Number of Beds For Adults & Peds,Hospital Total Bed Days Available For Adults & Peds,Hospital Total Discharges Title V For Adults & Peds,Hospital Total Discharges Title XVIII For Adults & Peds,Hospital Total Discharges Title XIX For Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Land,Land Improvements,Buildings,Leasehold Improvements,Fixed Equipment,Major Movable Equipment,Minor Equipment Depreciable,Health Information Technology Designated Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,DRG Amounts Before October 1,DRG Amounts After October 1,Outlier Payments For Discharges,Disproportionate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,Net Revenue from Stand-Alone CHIP,Stand-Alone CHIP Charges
2020,727301,194103,SEASIDE HEALTH SYSTEM,4363 CONVENTION ST,BATON ROUGE,LA,70806,,12940,U,PH,4,4,10/1/2019,9/30/2020,149.34,,923,1273,32,12666,64,23424,147,145,6,2001,64,923,1273,32,12666,64,23424,147,145,6,2001,,,,,6611567,6801362,349141,11679190,16468400,26670141,43138541,,,,,,,1942,,,2904668,,,,6930,2913540,150000,,6230533,94290,,405278,,,4999117,,4507973,4507973,12420630,214844,346673,54417,,,81197,697131,,7271175,,,7271175,7968306,4452324,4452324,12420630,,,,,,,,,16650114,26670141,43320255,28674667,14645588,13412929,1232659,1488170,2720829,,2720829,,,,,
2020,727324,241379,PRAIRIE RIDGE HOSPITAL,1411 HIGHWAY 79 EAST,ELBOW LAKE,MN,56531,GRANT,99924,R,CAH,1,2,10/1/2019,9/30/2020,87.02,,,410,25,613,10,3660,,67,1,149,10,,219,6,369,10,3660,,67,1,149,120559,320011,350809,956622,4942524,14596335,1624874,15495786,1818982,19717645,21536627,,,,,,,9986475,849659,,4177994,,198434,132974,,15798089,570277,625516,21276866,,,7668963,,,16820727,3327759,296707,3624466,36243282,1632297,610211,156269,619519,,885010,4378526,,22237279,,,22237279,26615805,9627477,9627477,36243282,,,,,,,,,1967444,23662884,25630328,8648751,16981577,19840261,-2858684,6244022,3385338,,3385338,0.719508,161962,348064,,
2020,727327,251329,GREENE COUNTY HOSPITAL,1017 JACKSON AVENUE,LEAKESVILLE,MS,39451-,GREENE,99925,R,CAH,1,9,10/1/2019,9/30/2020,48.25,,,971,1,1248,7,2562,,41,1,51,7,,129,1,153,7,2562,,41,1,51,218532,243284,442405,732515,2657235,3017508,22005,5936491,1888320,4262298,6150618,,,,,,,5207157,,,1724273,-1328186,161391,42599,45450,5095093,,,,,,3289626,,,190798,,,,5285891,62781,134129,11661,,,,131130,,51343,,2398792,2450135,2581265,2704626,2704626,5285891,,,,,,,,,1827225,5198611,7025836,2425738,4600098,5674743,-1074645,802458,-272187,,-272187,0.965186,172912,655141,15472,34367
2020,727345,292003,HORIZON SPEC HOSPITAL-LAS VEGAS,640 MARTIN L KING BLVD,LAS VEGAS,NV,89106,CLARK,29820,U,LTCH,2,6,6/1/2020,5/31/2021,164,,,7623,1795,21199,100,36500,,320,51,776,238,,7623,1795,21199,100,36500,,320,51,776,,,,,16963525,25462913,627894,39732309,79661099,,79661099,2070967,,16741857,1804836,,,24384,,,5474723,-1951278,64181,-12745,-337735,3658007,,,9108894,877913,1641961,3660665,,,13431310,,317023,317023,17406340,1432584,1015253,988080,-96625,210661,109399,3659352,,,,11078694,11078694,14738046,2668294,2668294,17406340,,,,,,,,,79603376,,79603376,39167181,40436195,42426438,-1990243,2167409,177166,,177166,,,,,
2020,727347,322003,ALBUQUERQUE - AMG SPECIALTY HOSPITAL,235 ELM STREET,ALBUQUERQUE,NM,87102,BERNALILLO,10740,U,LTCH,2,4,6/1/2020,5/31/2021,72,,,4212,,8935,32,11470,,162,,343,32,,4212,,8935,32,11470,,162,,343,,,,,4711263,7395368,118254,10921235,34484287,,34484287,,,4711263,,,,-100025,,,3070732,,271049,,,3241756,,,,568156,,1444388,,,917344,,,,4159100,1312954,340713,,,,,1653667,,-1851760,,,-1851760,-198093,4357193,4357193,4159100,,,,,,,,,34985490,,34985490,18174892,16810598,12106631,4703967,10142,4714109,68098,4646011,,,,,
2020,727390,451341,HASKELL MEMORIAL HOSPITAL,#1 NORTH AVENUE N,HASKELL,TX,76521-1117,HASKELL,99945,R,CAH,1,11,10/1/2019,9/30/2020,83.88,,,586,2,921,25,9150,,90,1,150,25,,260,2,433,25,9150,,90,1,150,681172,631987,1223935,1223935,4172585,4622098,629264,7875590,1313619,7577303,8890922,,,,,,,4918948,2860739,,1781671,-718509,213502,41807,-1303,9096855,2750,40416,8963020,,1498762,1527302,,59503,7781361,,701626,701626,17579842,313079,438688,,34525,,457963,4301044,,2465725,,2712953,5178678,9479722,8100120,8100120,17579842,,,,,,,,,1203034,7687888,8890922,3277868,5613054,8794683,-3181629,6429441,3247812,3805754,-557942,0.885801,41311,57994,,
2020,727399,670266,TOWNSEN MEMORIAL HOSPITAL,1475 FM 1960 BYPASS E,HUMBLE,TX,77338,HARRIS,26420,U,STH,1,4,6/10/2020,12/31/2020,23.5,,,10,,134,5,1025,,4,,67,5,,10,,134,5,1025,,4,,67,,,,,1948914,5838117,123293,6643019,20834942,46839587,67674529,397556,,1948914,88461,,,497891,,,111938413,-105472054,313394,55821,,7352676,,,,,,2160153,,,1540854,,,18347,8911877,4154305,89362,40710,782400,,257315,5785646,,211601,,,211601,5997247,2914630,2914630,8911877,,34417,23342,,,,,,20827804,46846725,67674529,58511767,9162762,7787031,1375731,60675,1436406,,1436406,0.098161,,,,
2020,727426,301306,FRANKLIN REGIONAL HOSPITAL,15 AIKEN AVENUE,FRANKLIN,NH,03235-1259,MERRIMACK,99930,R,CAH,1,2,10/1/2019,9/30/2020,107.88,,,1656,3,4944,25,9150,,186,1,284,35,,533,3,816,25,9150,,186,1,284,1081894,3815221,2711314,2711314,9769802,9846851,922079,24257679,21331544,34011015,55342559,,,,,,,1431,,,3878821,,501236,123964,,41262853,183003,641713,9748420,,10858896,14683590,,,7400346,,242991,242991,48906190,600883,560305,486941,,,,6820906,,,,,,6820906,42085284,42085284,48906190,,,,,,,,,23812498,34953659,58766157,32959964,25806193,19617667,6188526,4471633,10660159,152722,10507437,0.438319,6465567,12826669,,
2020,727434,331314,SOLDIERS & SAILORS MEMORIAL HOSPITAL,418 NORTH MAIN STREET,PENN YAN,NY,14527,YATES,40380,R,CAH,1,2,1/1/2020,12/31/2020,189.5,,,1199,44,2753,25,8784,,114,6,275,176,,372,21,895,25,8784,,114,6,275,405175,849415,871922,2558495,16337699,12269466,1752561,28809151,26285939,22187460,48473399,,,,,,,9450070,,546521,2838311,,297955,459637,,14326248,517764,2237707,27777568,20663,13614144,27132868,,,15699827,2079081,26190726,28269807,58295882,1108725,3366852,,,5762516,2487616,19134442,,,,1733738,1733738,20868180,37427702,37427702,58295882,,,,,,,,,31245291,22188110,53433401,30068493,23364908,28607165,-5242257,5504674,262417,-3013,265430,0.594329,2193741,7051068,,
2020,727437,340069,WAKEMED RALEIGH CAMPUS,3000 NEW BERN AVENUE,RALEIGH,NC,27620-4465,WAKE,39580,U,STH,1,2,10/1/2019,9/30/2020,4531,58,,38294,46540,177430,586,207681,,7001,9861,32799,684,,31642,25062,123306,446,156441,,7001,9861,32799,62039467,111012975,86367166,86367166,323581329,570797971,39296603,831693836,2057405515,1810794467,3868199982,73228669,,337553337,19663844,5480,,137948446,579041014,,163630083,,30318466,,22144751,961758878,,,776542224,,,,,,776542224,288751533,104247671,392999204,2131300306,77779572,89010718,,29245000,,103101407,308272452,,617434009,,27964795,645398804,953671256,1177629050,1177629050,2131300306,,,77448568,,3616848,0.1868,51074404,3808301,2057405515,1810794467,3868199982,2912881831,955318151,894379300,60938851,15814237,76753088,,76753088,0.215008,,,,
2020,727443,360361,KINGS DAUGHTERS MED CENTER OHIO,2001 SCIOTO TRAIL,PORTSMOUTH,OH,45662,SCIOTO,99936,R,STH,1,2,10/1/2019,9/30/2020,111,,,98,,254,10,3660,,52,,163,10,,98,,254,10,3660,,52,,163,180487,1508545,497671,710148,7652585,11850003,1447541,15690410,5897319,73229859,79127178,2159367,,7652585,,,,306710,,,20100936,-17093427,1337601,79877,,4731697,,1842127,19726875,,,15842524,,,19962006,,,,24693703,21835896,419538,,183252,,,30747586,,527644,,,527644,31275230,-6581526,-6581526,24693704,,,537242,,16117,0.12,,,5897319,78058179,83955498,64820622,19134876,19502588,-367712,2105065,1737353,,1737353,0.198294,3262121,17522459,,
2020,727448,390057,GRAND VIEW HOSPITAL,700 LAWN AVENUE,SELLERSVILLE,PA,18960-1587,BUCKS,33874,U,STH,1,2,7/1/2020,6/30/2021,1216.05,,,11088,1094,30319,155,56575,,2302,81,7048,169,,9840,467,24325,135,49275,,2302,81,7048,910161,8710305,3326875,9439910,110594627,126972433,14385708,170233380,279331741,344685358,624017099,13918595,,110594627,1468171,,,22203394,,,,-11900552,5240998,1524748,9059610,63660490,5238236,5386985,176578737,,,94975671,,,106107270,414972520,39384384,454356904,624124664,15081395,13576379,,,,17747343,46405117,,,,324990866,324990866,371395983,252340877,252728681,624124664,,5215425,19057646,,,,,,281760462,384266071,666026533,447862471,218164062,237567060,-19402998,19936392,533394,,533394,0.272802,7468550,52024162,,
2020,727528,144026,HARTGROVE HOSPITAL,520 N. RIDGEWAY AVE,CHICAGO,IL,60624-,COOK,16974,U,PH,4,4,1/1/2020,12/31/2020,296.75,,,3942,5639,47318,160,58560,,267,253,4127,160,,3942,5639,47318,160,58560,,267,253,4127,,,,,17002437,21649304,1414099,28831233,70354481,19154906,89509387,,,,,,,-374925,,,9008267,,116827,30443,,8780612,2193300,,25475606,,,4563325,,,13695941,,252786,252786,22729339,585234,3775439,,,,1001945,5362618,,,-211511259,,-211511259,-206148641,228877980,228877980,22729339,,,,,,,,,70354481,19184906,89539387,36818217,52721170,40390065,12331105,909692,13240797,,13240797,,,,,
2020,727529,151319,GIBSON GENERAL HOSPITAL,1800 SHERMAN DRIVE,PRINCETON,IN,47670-,GIBSON,99915,R,CAH,1,2,10/1/2019,9/30/2020,209.77,,,1457,18,2494,25,9150,,123,4,227,25,,373,18,729,20,7320,,123,4,227,111996,2665099,1446453,3019781,13174525,23071578,2068894,30811074,6949870,52429971,59379841,,,13174525,,,,11062325,,,6310059,-2342829,725941,672033,,17218109,421244,258790,20557040,,5808455,15104168,1256504,,16131512,2618180,,2618180,35967801,2874983,2001826,,1111313,4347609,5643280,15979011,,11271242,,,11271242,27250253,8717548,8717548,35967801,,,,,,,,,6949870,60297065,67246935,33591255,33655680,36246103,-2590423,1024970,-1565453,,-1565453,0.518881,2630335,8101401,,
2020,727534,180038,OWENSBORO HEALTH REGIONAL HOSPITAL,1201 PLEASANT VALLEY ROAD,OWENSBORO,KY,42304,DAVIESS,36980,R,STH,1,2,6/1/2020,5/31/2021,2494.23,3.42,,22964,5474,66384,302,110532,,4603,423,15058,352,,19971,1221,52020,254,92964,,4603,423,15058,4964720,26373515,12578708,12578708,178920551,332117657,28459667,480329209,650970017,1033868390,1684838407,47066731,,178554962,4575992,,113769,37174652,326929590,,85303916,,12936210,,666791973,1129136341,15105543,3435005,571080009,,46631159,286636900,,,469371925,,60237960,60237960,1658746226,19674286,28272124,,,,44673778,192974383,,556907860,,70739701,627647561,820621944,838124282,838124282,1658746226,,15106269,29939802,,2020316,0.1794,,,640728401,1082040443,1722768844,1130639637,592129207,511038208,81090999,15158462,96249461,,96249461,0.285089,117816951,328288953,,
2020,727548,282002,SSH - LINCOLN,2300 SOUTH 16TH STREET  7TH FLOOR,LINCOLN,NE,68506,LANCASTER,30700,U,LTCH,2,4,2/1/2020,1/31/2021,59.83,,,3994,,6571,24,8784,,146,,248,24,,3994,,6571,24,8784,,146,,248,,,,,4958471,5815171,117200,11787204,47315119,457,47315576,,,4958471,,,,,,,3306644,,,9889,96190,3412723,,,302682,275762,,1035466,,,586283,,,2877150,6876156,1132829,465370,,,,,3956714,,,,121295,121295,4078009,2798147,2798147,6876156,,,,,,,,,47315575,,47315575,32822680,14492895,10890889,3602006,592299,4194305,1617926,2576379,,,,,
2020,727559,320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,CARLSBAD,NM,88220,EDDY,99932,R,STH,1,4,9/1/2020,8/31/2021,218.13,,,2059,457,6377,62,22630,,416,531,1568,74,,1440,60,4274,50,18250,,416,531,1568,2021264,6821597,3092800,4240533,16103494,49152747,4282578,56969463,93491992,288962879,382454871,4708777,,16103494,3735538,,,-3457,,,21413839,-7791659,1849903,799921,21765,16290312,716801,824110,27899148,14082389,2948105,18029928,7546012,,27830283,,7489811,7489811,51610406,3203436,1592747,168639,1057895,,5959560,-386487732,,4322337,,7726,4330063,-382157669,433768075,433768075,51610406,,294073,4103227,,213049,0.1938,796085,,93491992,288962879,382454871,298272211,84182660,65256241,18926419,1494581,20421000,,20421000,0.148957,12572463,105783869,1089,5390
2020,727624,50205,EAST VALLEY GLENDORA HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,31084,U,STH,1,2,1/1/2020,6/10/2020,21.43,,,,,,107,17227,,,,,128,,,,,97,15617,,,,,,74966,45194,544030,2261463,3202013,661747,5564547,9230212,,9230212,118666,,2261463,,,,809248,,,7829178,-6512580,143423,142226,56990,2468485,20400000,18555,14179046,,233622,3836712,1448084,,33101530,,16496338,16496338,52066353,94433,408726,170113,,,45456676,46129948,,,,644819,644819,46774767,5291586,5291586,52066353,,,,,,,,,9230212,,9230212,5885274,3344938,5463476,-2118538,220056,-1898482,,-1898482,0.602862,63707,933120,,
2020,727639,54053,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,CA,90503,,31084,U,PH,4,4,1/1/2020,12/31/2020,288.7,,,7682,17005,46818,166,60756,,533,2491,6318,166,,7682,17005,46818,166,60756,,533,2491,6318,,,,,19392810,16314623,351971,31719422,88675146,4566350,93241496,,,,,,,-316506,,,3306625,,175249,215551,,3380919,975058,,7341182,,,2472510,,,2238867,,33687,33687,5653473,682945,2578919,,,,414608,-149196723,,,,,,-149196723,154850196,154850196,5653473,,,,,,,,,88675146,4566350,93241496,48232625,45008871,34671074,10337797,1158265,11496062,,11496062,,,,,
2020,727652,102024,SSH - PENSACOLA INC,7000 COBBLE CREEK DRIVE,PENSACOLA,FL,32504,ESCAMBIA,37860,U,LTCH,2,4,10/1/2019,9/30/2020,232.61,,,13046,,22950,75,27450,,523,,869,75,,13046,,22950,75,27450,,523,,869,,,,,15115938,16018817,1536834,31251396,157498155,71410,157569565,,,15115938,,,,,,,2477071,,,,253393,2827456,7934856,,19323586,16800,,7035680,,,16741656,,,-6126695,13442417,990403,3745773,,,,,7496290,,,,,,7496290,5946127,5946127,13442417,,,,,,,,,157569565,,157569565,123010886,34558679,31965878,2592801,2418556,5011357,3168615,1842742,,,,,
2020,727653,104049,SOUTHERN WINDS HOSPITAL  LLC,4225 W 20TH AVENUE,HIALEAH,FL,33012,,33124,U,PH,4,4,1/1/2020,12/31/2020,142.71,,,8669,,23068,72,26352,,762,,3277,72,,8669,,23068,72,26352,,762,,3277,,,,,6740983,5573909,68515,11215451,33563952,224800,33788752,,,,,,,3851775,,,2094509,-1206404,29734,106545,,5092735,,,,1131386,,89677,,,1130816,,,,6223551,433363,584864,,,,1518907,2537134,,,,,,2537134,3686417,3686417,6223551,,,,,,,,,33563953,224800,33788753,18882053,14906700,12314892,2591808,605917,3197725,,3197725,,,,,
2020,727656,171382,ATCHISON HOSPITAL ASSOCIATION,800 RAVEN HILL DRIVE,ATCHISON,KS,66002-1297,ATCHISON,99917,R,CAH,1,2,10/1/2019,9/30/2020,214.68,,,1982,143,3294,25,9150,,420,,1221,25,,1272,1,2280,25,9150,,420,,1221,153100,2667442,1254146,3690067,22155024,24754976,4222747,38301576,15853233,73106606,88959839,,,,,,,16822466,5558118,,4847076,,1431846,703536,,30357388,964642,,37693136,,,14753686,,1697146,18435212,8938928,86851,9025779,57818379,1306184,2621574,,5071254,,,12489299,,24934077,,758995,25693072,38182371,19636008,19636008,57818379,,,,,,,,,17163894,81498718,98662612,57805124,40857488,46910000,-6052512,5941979,-110533,,-110533,0.430549,1934400,10150577,,
2020,727661,181321,WAYNE COUNTY HOSPITAL,166 HOSPITAL STREET,MONTICELLO,KY,42633-,WAYNE,99918,R,CAH,1,2,11/1/2019,10/31/2020,120.43,,,1379,71,2601,25,9150,,152,8,320,25,,616,42,1181,25,9150,,152,8,320,35861,931032,466282,733483,6929678,9469892,365755,14358033,4818209,26082833,30901042,,,,,,,5847710,23223,,10155317,-6126624,308644,215993,68233,10732725,42250,32151,7431496,,691642,5410608,,,1897059,,121924,121924,12751708,516881,166499,,387569,,1919055,2990004,,1970233,,-3285,1966948,4956952,7794756,7794756,12751708,,,,,,,,,5014159,28373341,33387500,17317087,16070413,16399570,-329157,6526119,6196962,,6196962,0.464646,3659176,8712322,,
2020,727663,182005,COMMONWEALTH REGIONAL SPECIALTY HOSP,250 PARK STREET,BOWLING GREEN,KY,42101-,WARREN,14540,U,LTCH,2,2,2/1/2020,1/31/2021,58.17,,,2382,310,5088,16,8040,,132,13,220,16,,2382,310,5088,16,8040,,132,13,220,,,,,3034557,4317771,20796,7671687,25270349,162200,25432549,,,,,,,2256573,653774,,3702278,-1793798,101486,68595,1300902,6294956,,2850,,,,894351,,,141707,,,,6436663,402597,313515,-6709,,312488,223399,1245290,,,,2242385,2242385,3487675,2948988,2948988,6436663,,,,,,,,,25332549,100000,25432549,17663750,7768799,7352328,416471,295,416766,,416766,,,,,
2020,727684,210068,BALTIMORE CONVENTION CENTER-ACS,1 WEST PRATT,BALITMORE,MD,21201,BALTIMORE CITY,12580,U,STH,1,10,6/26/2020,6/30/2021,35,,,1267,223,1495,250,91250,,244,,1495,250,,1267,223,1495,250,91250,,244,,1495,,,,,10509244,13115395,,23624639,23624639,,23624639,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310137,,,,,,,,,,,,23624639,-23624639,,-23624639,,-23624639,1,,,,
2020,727685,294002,SOUTHERN NEVADA ADULT MENTAL HEALTH,6161 W. CHARLESTON,LAS VEGAS,NV,89146,CLARK,29820,U,PH,4,10,7/1/2020,6/30/2021,667.06,,,943,,33599,289,105485,,45,,956,289,,943,,33599,289,105485,,45,,956,,,,,55814045,28273078,822517,70489366,24085903,5363844,29449747,,,,,,,19139248,,,23478494,,2035676,,,44653418,,,23450890,,5835340,,,,13007965,,,,57661383,,,,,-1116704,,-1116704,,,,,,-1116704,58778087,58778087,57661383,,,,,,,,,24085903,5363844,29449747,,29449747,84087123,-54637376,78820615,24183239,,24183239,,,,,
2020,727708,360080,EAST OHIO HOSPITAL  LLC,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,,48540,U,STH,1,3,5/14/2020,12/31/2020,62.31,,,,,,84,,,,,,134,,,,,74,,,,,,,,,,906118,3135167,,3380878,,,,69318,,730359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4041285,-4041285,,-4041285,,-4041285,,,,,
2020,727709,360118,MEDCENTRAL HEALTH SYSTEM,335 GLESSNER AVE,MANSFIELD,OH,44903-2265,RICHLAND,31900,R,STH,1,1,7/1/2020,6/30/2021,1510.32,,,20085,2996,55214,240,87600,,3759,214,10756,254,,17271,938,45978,202,73730,,3759,214,10756,8686548,9156025,11120953,16364165,112226731,186821750,1353458,266617816,508203121,553769263,1061972384,28002520,,110291791,3428476,,,4800,,,120142926,-86120039,8309399,,31601996,80051260,7465031,3873046,81277452,244919,95747772,53220777,3544296,,150035428,4427391,5046779,9474170,239560858,8367991,11366522,,21708413,,20267183,93658059,,,,136563365,136563365,230221424,9339434,9339434,239560858,,8926030,32113129,,1434319,0.1398,,,508208571,554211025,1062419596,716516606,345902990,299048481,46854509,8929467,55783976,,55783976,0.251059,20657259,141994199,,
2020,727721,364047,RIDGEVIEW HOSPITAL,17872 LINCOLN HIGHWAY,MIDDLE POINT,OH,45863,VAN WERT,99936,R,PH,4,4,10/1/2019,9/30/2020,181.71,,,25143,,26187,84,30744,,1070,,1162,84,,25143,,26187,84,30744,,1070,,1162,,,,,8115072,7496734,110474,11103237,39295504,,39295504,,,8115072,,,,288667,,,1543664,,,,57041,1889372,,,434362,,,635163,,,520570,,6442,6442,2416384,2412359,529108,,,,7159795,10101262,,,,-27911367,-27911367,-17810105,20226489,20226489,2416384,,,,,,,,,42007199,,42007199,19636745,22370454,16877275,5493179,139572,5632751,13126,5619625,,,,,
2020,727722,364060,GBH - YOUNGSTOWN,196 COLONIAL DRIVE,YOUNGSTOWN,OH,44505,TRUMBULL,49660,U,PH,4,4,1/1/2020,12/31/2020,104.19,,,4317,87,19703,76,27816,,347,10,2527,76,,4317,87,19703,76,27816,,347,10,2527,,,,,5328661,8171713,470349,11877931,31536045,3167799,34703844,,,,,,,-200209,,,2271696,-560145,52807,360,,1564509,,,11836801,744842,,,,,11347651,,50814,50814,12962974,381893,356126,,,,380525,1118544,,,,11269299,11269299,12387843,575131,575131,12962974,,,,,,,,,31536045,3167799,34703844,21091888,13611956,13500374,111582,1518245,1629827,,1629827,,,,,
2020,727738,394034,THE HORSHAM CLINIC,WESLH ROAD & BUTLER PIKE,AMBLER,PA,19002,MONTGOMERY,33874,U,PH,4,4,7/1/2020,6/30/2021,393.8,,,3537,1543,64518,206,75190,,273,165,4762,206,,3537,1543,64518,206,75190,,273,165,4762,,,3544,3544,24328305,31194441,880456,38874489,129059964,11899852,140959816,,,,,,,-401205,,,11350414,,45372,130561,,11125142,1000000,,27735376,,,5432517,,,9246916,,3640769,3640769,24012827,525863,3283502,,,,,57583874,,,,,,57583874,-33571047,-33571047,24012827,,,,,,,,,129059964,11899852,140959816,91215100,49744716,55273508,-5528792,3264734,-2264058,,-2264058,0.305924,,,,
2020,727779,31308,HU HU KAM MEMORIAL HOSPITAL,SEED FARM ROAD,SACATON,AZ,85247,PINAL,38060,U,CAH,1,7,10/1/2019,9/30/2020,2397,,,223,209,727,62,8842,,64,79,229,62,,223,209,727,62,8842,,64,79,229,,,,,111365004,107116019,11985475,101239210,10905,1297800,1308705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218481023,-218481023,,-218481023,,-218481023,58.625414,,,,
2020,727780,34026,UBH OF PHOENIX  LLC DBA VALLEY HSP,3550 E. PINCHOT AVE,PHOENIX,AZ,85018,MARICOPA,38060,U,PH,4,4,1/1/2020,12/31/2020,244.82,,,5335,,40863,122,44652,,333,,4733,122,,5335,,40863,122,44652,,333,,4733,,,,,16125599,16294089,934790,24801256,90493825,7666754,98160579,,,,,,,-212205,,,6162626,-2997400,105974,395057,,3528107,2130000,,,12589006,,2011814,,,11767185,38148632,801701,38950333,54245625,296433,628824,733548,,,590994,2249799,,,,-16710197,-16710197,-14460398,68706023,68706023,54245625,,,,,,,,,90493825,7666754,98160579,63304870,34855709,28504560,6351149,925061,7276210,,7276210,,,,,
2020,727865,194069,COVINGTON BEHAVIORAL HEALTH,201 GREENBRIER BLVD,COVINGTON,LA,70433,,35380,U,PH,4,4,1/1/2020,12/31/2020,130.96,,1798,1415,3422,23518,86,31536,251,177,539,3184,86,1798,1415,3422,23518,86,31536,251,177,539,3184,,,,,8272851,7457212,873619,13558988,51730801,1575650,53306451,,,,,,,-181977,,,4538579,-2643754,33890,15963,,1762701,1840000,540523,12675007,3428154,,1986655,,,17599578,,,,19362279,285739,647988,19803,,291778,366667,1611975,,,,17601504,17601504,19213479,148800,148800,19362279,,,,,,,,,53825750,1575650,55401400,38180058,17221342,15730063,1491279,269456,1760735,253303,1507432,,,,,
2020,727875,231316,HILLS & DALES GENERAL HOSPITAL,4675 HILL STREET,CASS CITY,MI,48726-,TUSCOLA,99923,R,CAH,1,2,10/1/2019,9/30/2020,185.82,,,929,9,1451,25,9150,,125,3,246,25,,363,9,663,25,9150,,125,3,246,101091,1135434,630960,2190641,17361228,18715623,225906,29612954,5076481,51943943,57020424,,,,,,,12981032,,,3190154,,136756,274402,171387,17520393,85000,541751,5104198,,424526,5003262,,,4539039,,64065,64065,22123497,1059268,2533760,,375907,,5901892,9870827,789280,,,3871285,4660565,14531392,7592105,7592105,22123497,,,,,,,,,5076481,58916635,63993116,29228527,34764589,36076851,-1312262,2961254,1648992,1340896,308096,0.519339,1295851,6850396,,
2020,727880,251304,TALLAHATCHIE CRITICAL ACCESS HOSPITA,141 DR TT LEWIS DRIVE,CHARLESTON,MS,38921,TALLAHATCHIE,99925,R,CAH,1,9,10/1/2019,9/30/2020,302.32,,,4448,14,4500,18,6588,,59,4,77,18,,238,14,283,18,6588,,59,4,77,,1733412,1299193,1299193,15592372,17382733,1015172,29545893,22278200,15684056,37962256,,,,,,,9496067,70541,,5000187,-1801822,675047,51455,,13593046,68750,475791,9121745,,2687631,3501304,,,6057800,5352124,929741,6281865,25932711,796145,1699502,88194,4417810,,1091633,13094175,,4720242,,,4720242,17814417,8118294,8118294,25932711,,,,,,,,,22282842,19623202,41906044,11113064,30792980,32975105,-2182125,6859725,4677600,1130792,3546808,0.778297,485715,1315952,,
