Year,rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Hospital Total Days Title V For Adults & Peds,Hospital Total Days Title XVIII For Adults & Peds,Hospital Total Days Title XIX For Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds,Hospital Number of Beds For Adults & Peds,Hospital Total Bed Days Available For Adults & Peds,Hospital Total Discharges Title V For Adults & Peds,Hospital Total Discharges Title XVIII For Adults & Peds,Hospital Total Discharges Title XIX For Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Land,Land Improvements,Buildings,Leasehold Improvements,Fixed Equipment,Major Movable Equipment,Minor Equipment Depreciable,Health Information Technology Designated Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,DRG Amounts Before October 1,DRG Amounts After October 1,Outlier Payments For Discharges,Disproportionate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,Net Revenue from Stand-Alone CHIP,Stand-Alone CHIP Charges
2018,687792,371303,ROGER MILLS MEMORIAL HOSPITAL,501 SOUTH LL MALES AVENUE,CHEYENNE,OK,73628,,99937,R,CAH,1,9,5/1/2018,4/30/2019,39.48,,,598,5,867,15,5475,,68,2,104,15,,184,5,287,15,5475,,68,2,104,23888,889724,743839,972213,3340422,3299373,455402,6022918,2660258,4651317,7311575,,,,,,,14728071,,,954881,,171396,168166,,15774912,3000,,5343565,,,3393364,,,3529929,,,,19304841,159574,372464,,,27958,,559996,,,,,,559996,18744845,18744845,19304841,,,,,,,,,2660258,4966693,7626951,2740756,4886195,6639795,-1753600,1496679,-256921,,-256921,0.823751,266221,600418,,
2018,687793,371325,CORDELL MEMORIAL HOSPITAL,1220 N GLENN ENGISH,CORDELL,OK,73632,WASHITA,99937,R,CAH,1,8,7/1/2018,6/30/2019,43.59,,,873,19,993,14,5110,,121,8,158,14,,351,19,450,14,5110,,121,8,158,17443,846731,459649,568641,2892771,3148631,366596,5698909,2177726,8252009,10429735,,,,,,,207968,1055742,,3157945,-2679975,136382,22009,,1912577,116000,137055,4605197,,,3207503,,,3747899,,,,5660476,117977,148696,12125,,,247720,526518,,38857,,,38857,565375,5095101,5095101,5660476,,,,,,,,,2525455,7904202,10429657,5621911,4807746,6041402,-1233656,340159,-893497,,-893497,0.54641,97204,766157,,
2018,687795,390123,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET,POTTSTOWN,PA,19464,MONTGOMERY,33874,U,STH,1,2,10/1/2017,6/30/2018,765.48,,,9673,421,22978,183,49959,,2099,740,5401,211,,8913,421,20174,165,45045,,2099,740,5401,63360,900913,309878,5884460,41273926,90406016,3771264,122790929,410192907,640131224,1050324131,11016942,,41273926,1633355,,,-3026527,,,54899007,-7494957,4958209,619397,-25986835,23968294,3450000,1983016,72539324,1410660,1981630,14467189,1423286,,92789270,,-94310306,-94310306,22447258,6875147,4858323,3442149,1022,,311838,10843374,,-18559,,,-18559,10824815,11622443,11622443,22447258,,,17847915,445807,221760,0.0497,,,410192907,640131223,1050324130,907262916,143061214,131679942,11381272,1329147,12710419,1087984,11622435,0.116908,11194517,143438419,,
2018,687799,451338,CULBERSON HOSPITAL,EISENHOWER RD & FM 2185,VAN HORN,TX,79855-,CULBERSON,99945,R,CAH,1,4,4/1/2018,3/31/2019,51,,,947,11,1044,14,5110,,100,2,113,14,,402,11,462,14,5110,,100,2,113,1940480,329540,2234283,2234283,3405129,4017324,619670,8027298,1356348,5404597,6760945,,,,,,,371793,,33085,1488257,-493438,67882,26824,,5471054,,,,15549,,1794769,,,-67854,,,,5403200,87211,214946,37783,,,655307,995247,,232751,,2963,235714,1230961,4172239,4172239,5403200,,,,,,,,,1329612,6231148,7560760,1484748,6076012,7422453,-1346441,2169576,823135,,823135,1.187304,1423148,603871,,
2018,687821,161327,DAVIS COUNTY HOSPITAL,509 N MADISON,BLOOMFIELD,IA,52537-1271,DAVIS,99916,R,CAH,9,9,7/1/2018,6/30/2019,135.03,,,659,15,900,25,9125,,106,6,161,25,,317,15,455,25,9125,,106,6,161,51612,622048,420784,712932,10590820,15486246,1826575,23406095,3715881,35723009,39438890,,,,,,,6087986,824198,,5181172,-382000,620810,319523,146672,14309608,388422,1590416,20739727,,,11121358,,,9920322,1584176,2893544,4477720,28707650,799293,1263315,,1421719,,76497,3560824,,6487963,,9411298,15899261,19460085,9247565,9247565,28707650,,,,,,,,,3954631,38013109,41967740,17588499,24379241,26699114,-2319873,2834095,514222,,514222,0.593478,3213966,5907741,,
2018,687831,300023,EXETER HOSPITAL  INC.,5 ALUMNI DRIVE,EXETER,NH,3833,ROCKINGHAM,40484,R,STH,1,2,10/1/2017,9/30/2018,1148.23,,,11877,422,22696,97,35405,,2747,84,5304,97,,9678,315,16771,78,28470,,2747,84,5304,3387283,9186713,6399308,7865530,81668854,144590358,12756927,202580338,168912295,450658681,619570976,26456033,,81668854,1362893,,,30078280,6348590,,68139668,-44185001,4349200,2970072,6747979,76143601,142400,2349348,74636615,402255,10539724,47049658,,,57304245,149954577,2244681,152199258,285647104,11784795,8192265,,3990989,,3975558,27943607,46766222,,,20910275,67676497,95620104,172886944,190027000,285647104,,,25483659,755684,,,,,168912295,454725472,623637767,379183713,244454054,226238352,18215702,16692004,34907706,869713,34037993,0.326969,9942410,50325848,,
2018,687864,112003,SHEPHERD CENTER,2020 PEACHTREE RD NW,ATLANTA,GA,30309-1465,FULTON,12060,U,LTCH,2,2,4/1/2018,3/31/2019,1346.72,,,2644,1874,47429,152,55480,,68,43,932,152,,2644,1874,47429,152,55480,,68,43,932,,,,,104114573,137072154,9653404,193759598,293246032,206135064,499381096,,,,,,,19750149,,,64902919,,,,8798451,96830834,38069819,1507130,186160962,,3461005,82289694,9234284,,137135248,299462211,11957704,311419915,545385997,5333985,19929898,,,516086,,25779969,,,,55719246,55719246,81499215,463886782,463886782,545385997,,,,,,,,,301730389,214834386,516564775,278064263,238500512,245377726,-6877214,33600156,26722942,,26722942,,,,,
2018,687866,140052,OSF SAINT ANTHONYS HEALTH CENTER,SAINT ANTHONYS WAY,ALTON,IL,62002-0340,MADISON,41180,U,STH,1,1,10/1/2017,9/30/2018,450,,,4945,560,11255,78,28470,,1236,250,3625,78,,4451,459,9241,68,24820,,1236,250,3625,1333284,5983597,2569596,8002313,26124660,56733505,4738327,69633196,107284506,276355034,383639540,9270200,,26101546,597703,,,1700356,,,66203313,-51261759,2657925,229942,233632,19763409,1208764,6930417,60468217,,,32609180,,,25240292,1879265,6280360,8159625,53163326,3637269,321788,,50367999,43792,6062906,60448129,,,32322905,,32322905,92771034,-39607708,-39607708,53163326,,,10151456,55452,304544,0.12,,,107444090,277280166,384724256,305393816,79330440,82858165,-3527725,2137533,-1390192,10385539,-11775731,0.181507,12596281,99329494,,
2018,687871,220049,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,1752,MIDDLESEX,15764,U,STH,1,2,10/1/2017,9/30/2018,410.11,,,6831,2981,17380,67,24455,,1503,345,3850,67,,5967,2802,15562,57,20805,,1503,345,3850,578138,3769310,1629305,1629305,34037748,48826581,4583818,72785614,83911975,182491534,266403509,7163701,,34037748,1476683,,,10890289,441711,,25665353,-16564596,1782593,266517,1677041,23901681,224992,1521305,39010890,,3937792,19937541,,,29576565,22139910,675430,22815340,76293586,3725704,3165630,,710500,,,9125569,7106553,7357961,,4076796,18541310,27666879,43208003,48626707,76293586,,,12092291,130987,362769,0.12,,,93859705,172543804,266403509,190226154,76177355,90283317,-14105962,13974373,-131589,,-131589,0.273216,11125466,44696289,,
2018,687873,220095,HEYWOOD HOSPITAL,242 GREEN STREET,GARDNER,MA,1440,WORCESTER,49340,U,STH,1,2,10/1/2017,9/30/2018,698.12,,,5805,3374,16852,114,41610,,1382,333,4518,134,,5448,3255,15778,103,37595,,1382,333,4518,556892,5500286,2639752,2893264,54447401,66459059,3571827,95281818,62865959,183654774,246520733,9867706,,54447401,3064719,,,3978349,,,10651531,,1791744,599365,543717,21328576,210871,1817447,67587415,,6203403,30301278,,3310654,43628405,25725226,2837540,28562766,93519747,8982528,6391887,,,,3182996,18557411,,,,21995887,21995887,40553298,52966449,52966449,93519747,,,11135458,8868,424539,0.1525,,,68188286,197489797,265678083,153634718,112043365,122490826,-10447461,14001769,3554308,5139263,-1584955,0.386506,20634935,54044303,,
2018,687878,241309,PINE MEDICAL CENTER,109 COURT AVENUE SOUTH,SANDSTONE,MN,55072,PINE,99924,R,CAH,1,2,7/1/2018,6/30/2019,104.91,,,479,56,856,9,3285,,119,19,256,9,,367,56,708,9,3285,,119,19,256,715571,734558,1102478,2053424,7308449,12326718,2075797,18639499,3401843,30002556,33404399,,,,,,,845950,,,2544602,,454167,281856,,4742762,,1998764,17298133,,,7175803,,,20470480,3175226,2047330,5222556,30435798,280835,593134,,285681,,800708,3675422,1665844,,,19458768,21124612,24800034,5635764,5635764,30435798,,,,,,,,,3792236,32654898,36447134,15279396,21167738,20848148,319590,519739,839329,,839329,0.557995,2305791,5836499,,
2018,687881,254011,GULFPORT BEHAVIORAL HEALTH SYSTEM,11150 U.S. HIGHWAY 49 NORTH,GULFPORT,MS,39503,HARRISON,25060,U,PH,4,4,4/25/2018,3/31/2019,,,,343,4661,8738,52,16368,,42,611,1161,52,,343,4661,8738,52,16368,,42,611,1161,1392215,864309,1905497,1924758,5582974,6721722,448040,10111404,15724440,1364091,17088531,,,,,,,-271237,,,4418903,-3269286,46216,10045,,2084555,2000000,,7333714,,,1003804,,,10340205,,6200047,6200047,18624807,234663,703040,196561,,,,1134264,,,,26224562,26224562,27358826,-8734019,-8734019,18624807,,,,,,,,,17567571,1925444,19493015,11663417,7829598,12304696,-4475098,16585,-4458513,811130,-5269643,0.593864,3337007,8389800,52359,120600
2018,687883,300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,03867-,STRAFFORD,40484,U,STH,1,2,10/1/2017,9/30/2018,682.86,,,6850,767,12733,64,23360,,1616,120,3057,84,,6088,605,10731,58,21170,,1616,120,3057,1585496,6253884,4013781,5698338,67495947,94174967,7754718,129986571,87780011,240583242,328363253,14281315,,67495947,377603,,,732064,932199,,22124306,,3449405,2197786,,29435760,181776,1904606,88595109,1498988,1836553,66116802,72753,,61263019,,28908380,28908380,119607159,10908901,6692180,,2711283,,7445198,27792233,,28764331,,11095084,39859415,67651648,51955511,51955511,119607159,,,13600320,415775,276087,0.0812,,,90942519,273621761,364564280,227959430,136604850,161670914,-25066064,14070151,-10995913,,-10995913,0.395862,7440359,37201796,,
2018,687886,330033,CHENANGO MEMORIAL HOSPITAL,179 N. BROAD ST.,NORWICH,NY,13815,CHENANGO,99933,R,STH,1,2,1/1/2018,12/31/2018,337.63,,,1464,511,4211,58,21170,,428,31,1184,138,,1255,395,3208,51,18615,,428,31,1184,448491,2221884,1164562,5379109,21521014,48250374,2818052,51516188,47221665,113503051,160724716,6127048,,21521014,476475,,,8524544,111117,,6289084,,434693,511644,,15871082,195653,1948372,33825789,,1923109,36916432,,,19645928,,12534236,12534236,48051246,5188243,2317132,,711503,,2166084,14126051,3122099,,,16884013,20006112,34132163,7118253,13919083,48051246,,2256435,637544,149217,86819,0.12,,,46146575,138195090,184341665,115240586,69101079,69771388,-670309,4079559,3409250,,3409250,0.320524,8534815,39670229,262137,924234
2018,687888,330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,ORANGE,35614,U,STH,1,2,1/1/2018,12/31/2018,359.9,,,5199,1174,14014,98,35770,,1121,202,2868,168,,4899,1139,13412,88,32120,,1121,202,2868,959512,13381302,3003346,14036841,30387914,48858636,3708047,73902972,227246242,271924520,499170762,9193303,,30387914,675953,,,389963,,,33057244,-25237303,1343186,323461,11250,10164952,437205,252373,11023790,,1818186,35858015,,2697232,15201737,30086,863536,893622,26260311,783382,3866528,195146,143539,,4447563,9436158,20071652,,,4108614,24180266,33616424,-7356113,-7356113,26260311,,7237648,2277749,169261,285463,0.12,,,227193358,271977407,499170765,425665115,73505650,79246550,-5740900,4138780,-1602120,-3502330,1900210,0.148051,17415004,200012733,,
2018,687889,330175,CORTLAND REGIONAL MEDICAL CENTER,134 HOMER AVENUE,CORTLAND,NY,13045,CORTLAND,99933,R,STH,1,2,1/1/2018,12/31/2018,612.01,,,5627,471,12279,103,37595,,1331,107,3038,194,,4008,217,7864,91,33215,,1331,107,3038,769933,2598582,1793359,7236184,39769796,52383707,5425309,78560203,74482003,121988809,196470812,9236855,,39769796,1847978,,,3132109,7617763,,14955212,-4900083,1159827,985838,,24117836,3118408,3434803,76375981,87821,20587574,32049080,4483548,2391679,34126995,91309,12488735,12580044,70824875,6026839,7976211,,,,182127,19037169,,,,17554920,17554920,36592089,30351179,34232786,70824875,,6823229,2508965,12576,249169,0.1068,,,77074265,125794994,202869259,115604104,87265155,91423731,-4158576,3024749,-1133827,-13365385,12231558,0.399857,11522848,44878411,130313,693155
2018,687890,330264,ST. LUKES CORNWALL HOSPITAL,70 DUBOIS ST,NEWBURGH,NY,12550,ORANGE,35614,U,STH,1,2,1/1/2018,12/31/2018,1016.6,,,19813,2270,47898,193,70445,,3819,449,10231,193,,18153,1646,40724,165,60225,,3819,449,10231,4424641,2636105,5099024,24407695,75992256,140827191,5571593,206243305,501250313,370111733,871362046,30028586,,76075076,1387987,,,10077982,,,27799227,-2806878,4923599,702823,15424186,56548431,1684001,1896980,58332052,,403615,30043391,,,66833665,492917,24804822,25297739,148679835,37122495,,,3375000,,1089398,42060129,,,,79703173,79703173,121763302,25374788,26916533,148679835,,28936389,9409132,1297032,1582712,0.1651,,,501250311,370111733,871362044,672597224,198764820,216819447,-18054627,26758066,8703439,-182781,8886220,0.236691,31219591,213477751,,
2018,687891,330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVE,CARMEL,NY,10512,PUTNAM,20524,U,STH,1,2,1/1/2018,12/31/2018,634.9,,,10092,584,19746,120,43800,,2637,91,5611,140,,9943,521,18290,110,40150,,2637,91,5611,2061956,2110093,2762788,5259393,52007660,103292677,7785639,143217096,198291187,236350017,434641204,19488316,,52007660,792278,,,31040000,44479000,,29563000,-5696000,,4461000,4248000,114037000,1193000,2770000,77575000,9343000,103741000,9096000,,,58889000,,15263000,15263000,188189000,13396000,,,1239000,,1523000,16158000,,20938000,,31529000,52467000,68625000,114728000,119564000,188189000,,20749738,5804776,185034,,,,,198260600,236380604,434641204,281178847,153462357,154648900,-1186543,8096656,6910113,5711954,1198159,0.329506,10828908,43189987,,
2018,687900,470024,NORTHWESTERN MEDICAL CENTER,133 FAIRFIELD STREET,SAINT ALBANS,VT,05478-,FRANKLIN,15540,R,STH,1,2,10/1/2017,9/30/2018,685.64,,,4054,2078,7761,53,19345,,1238,457,2388,53,,4054,1191,6231,53,19345,,1238,457,2388,569448,3995862,2680804,9244061,53246212,60329098,4920789,81781668,39043260,112870200,151913460,8859829,,53246212,362053,,,5076604,11244196,,26815156,-17811026,,,5219051,30932812,1020530,3887209,82001831,37773441,,,,,67626139,72488236,2547777,75036013,173594964,3788161,3617976,,1499069,,4220715,13125921,31258049,,,2830582,34088631,47214552,122752719,126380412,173594964,,,8905522,94308,267166,0.12,,,42001084,155714879,197715963,109057845,88658118,113575310,-24917192,25535883,618691,,618691,0.538344,8580536,28130328,,
2018,687920,110165,SOUTHERN REGIONAL MEDICAL CENTER,11 UPPER RIVERSIDE ROAD S.W.,RIVERDALE,GA,30274,CLAYTON,12060,U,STH,1,2,1/1/2018,12/31/2018,912.23,,,8530,6600,47607,244,89060,,1997,938,10572,264,,7435,4642,34921,210,76650,,1997,938,10572,4633641,71479027,17733748,17733748,56634239,91923953,4647961,130933964,365455555,352287038,717742593,12929949,,56634239,2194518,,,11136237,,,201601223,-184121289,3569467,660821,2349249,78340407,10100000,523175,13482895,,,27242524,,,16476429,,6748566,6748566,101565402,10943878,5330755,1131162,1927994,,16013590,35347379,4390679,98437,172360,,4661476,40008855,61556547,61556547,101565402,,14626877,4286907,261775,1608144,0.3401,13813622,,365455556,352287038,717742594,563745937,153996657,141814869,12181788,2268625,14450413,,14450413,0.182425,32208781,157340424,,
2018,687940,242005,REGENCY HOSPITAL OF MINNEAPOLIS LLC,1300 HIDDEN LAKE PARKWAY,GOLDEN VALLEY,MN,55422,HENNEPIN,33460,U,LTCH,2,4,7/1/2018,6/30/2019,218.78,,,6481,3215,21477,92,33580,,225,74,713,92,,6481,3215,21477,92,33580,,225,74,713,,,,,17297749,20589877,970338,35392398,157077215,608732,157685947,,,17297749,,,,,,,10969873,,,5729,224829,11200431,2598454,,7716978,151189,,4124240,,,9683591,,23408226,44086335,64970357,1613269,2413368,,,,,2348118,,,,,,2348118,62622239,62622239,64970357,,,,,,,,,157685948,,157685948,110766573,46919375,37887625,9031750,5557565,14589315,6171435,8417880,,,,,
2018,687959,394033,MONTGOMERY CNTY EMERGENCY SRV. INC.,50 BEECH DRIVE,NORRISTOWN,PA,19401,MONTGOMERY,33874,U,PH,4,2,7/1/2018,6/30/2019,177.42,,,2917,955,17946,73,26645,,208,124,1435,73,,2917,955,17946,73,26645,,208,124,1435,,,,,10506707,5945589,284877,14169535,29747813,3035104,32782917,,,10506707,,,,-179602,,,3181253,-712969,,264627,,3224769,,,4246798,,2942075,,,,687581,1847704,,1848154,5760504,1231245,840707,-474,150945,,,2222423,,,,,,2222423,3538081,3538081,5760504,,,,,,,,,29693813,3035104,32728917,18984176,13744741,16452296,-2707555,2867106,159551,,159551,,,,,
2018,687966,451385,GOODALL-WITCHER HOSPITAL AUTHORITY,101 POSEY AVE,CLIFTON,TX,76634,BOSQUE,99945,R,CAH,1,2,7/1/2018,6/30/2019,139.83,,,1936,31,3067,25,9125,,172,27,362,25,,625,31,1165,25,9125,,172,27,362,2388481,1059635,2912021,3521126,10612365,12653746,138552,22574936,8959009,33628113,42587122,,,,,,,232437,618183,,8286200,-3873499,124537,149436,707139,7784427,,,29714,,,2197586,,,618969,,,,8403396,4591598,621456,165860,,,1808685,7187599,61417,,,,61417,7249016,1154380,1154380,8403396,,,,,,,,,8958945,52128876,61087821,24226378,36861443,41563029,-4701586,5166803,465217,,465217,0.530088,1707095,4698017,85664,434931
2018,688000,102028,PROMISE HOSPITAL OF FLORIDA AT THE V,5050 COUNTY ROAD 472,OXFORD,FL,34484,SUMTER,45540,U,LTCH,2,4,7/1/2018,4/2/2019,174.98,,,3577,87,8113,40,11040,,146,3,293,40,,3577,87,8113,40,11040,,146,3,293,,,,,5944073,9427197,1801742,14779775,52613115,3066439,55679554,,,5944073,,,,440,,,1265246,,,,,1265686,,,,,,,,,,,,,1265686,2052961,-10870,,,,-7073288,-5031197,,,,,,-5031197,6296883,6296883,1265686,,,,,,,,,52613115,3066439,55679554,42268826,13410728,15371270,-1960542,4433390,2472848,,2472848,,,,,
2018,688001,102029,PROMISE HOSPITAL OF FORT MYERS,3050 CHAMPION RING ROAD,FORT MYERS,FL,33905,LEE,15980,U,LTCH,2,4,9/1/2018,4/2/2019,227.89,,,5788,73,8306,60,12840,,237,1,330,60,,5788,73,8306,60,12840,,237,1,330,,,,,5535351,7347472,531100,12487396,60343692,30129,60373821,,,5535351,,,,-71237,,,2277582,,,,,2206345,,,,,,,,,,,,,2206345,1448269,3362,,,,-7076083,-5624452,,18261,,,18261,-5606191,7812536,7812536,2206345,,,,,,,,,60372841,980,60373821,48717945,11655876,12882823,-1226947,3341970,2115023,,2115023,,,,,
2018,688006,121301,KAU HOSPITAL,1 KAMANI STREET,PAHALA,HI,96777,HAWAII,99912,R,CAH,1,10,7/1/2018,6/30/2019,57.68,,,395,5705,7125,6,2190,,24,,45,6,,100,6,187,6,2190,,24,,45,31570,667110,610708,1079166,5340885,6286431,801063,11988341,6188821,7620180,13809001,,,,,,,57131,850,,3083018,-2181162,103928,27441,,1221177,,1,,8522898,1442635,1037236,,,4416026,11186,4390156,4401342,10038545,308220,1217041,,,,69619,1594880,,,,22399731,22399731,23994611,-13956066,-13956066,10038545,,,,,,,,,6227916,8574618,14802534,6393565,8408969,11627316,-3218347,2833925,-384422,,-384422,0.868154,658684,2153144,,
2018,688009,161346,SIOUX CENTER HEALTH,605 SOUTH MAIN,SIOUX CENTER,IA,51250-,SIOUX,99916,R,CAH,1,2,7/1/2018,6/30/2019,285.63,,,804,246,2086,19,6935,,142,11,474,89,,419,103,1191,19,6935,,142,11,474,760973,713438,1284322,2181667,19121468,25110957,3676169,34906441,11374579,36210462,47585041,,,,,,,4516665,,,5717542,-716000,597273,479563,,11047416,2229111,807466,56858901,,,14203697,,994574,45226906,9590108,9124546,18714654,74988976,1923396,2008539,837314,909713,,215033,5893995,29645487,,,2085665,31731152,37625147,37363829,37363829,74988976,,,,,,,,,13050727,43872501,56923228,19170954,37752274,44232425,-6480151,7511463,1031312,72488,958824,0.733559,2355820,4434769,,
2018,688016,220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,1950,ESSEX,15764,U,STH,1,2,10/1/2017,9/30/2018,697.44,,,9582,2024,24498,120,43800,,2639,687,5762,140,,8685,1941,22762,112,40880,,2639,687,5762,598861,4961817,2821010,3611886,56822440,73781701,4238237,126268185,81168392,189014600,270182992,16515536,,56822440,2389168,,,5704712,,,15201756,,4188070,1123168,62170,32522598,120265,447499,24284238,-1958818,2810618,7846781,,,29316378,20018666,7008950,27027616,88866592,5661995,5938326,,1142287,,,12742608,21063695,,,21514614,42578309,55320917,33545675,33545675,88866592,,,20164881,27525,302977,0.0601,,,32250476,237932516,270182992,143041935,127141057,130604141,-3463084,5221629,1758545,,1758545,0.467343,14236871,33537919,,
2018,688017,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,15764,U,STH,1,2,10/1/2017,9/30/2018,2636.47,,,32987,9219,87317,407,148555,,6761,1628,19357,407,,30109,9219,71578,367,133955,,6761,1628,19357,6298347,14650092,11125046,11125046,188612736,269466659,26229949,402241750,464756378,780183192,1244939570,41866567,,188612736,2196186,,,46085000,,,52955000,,7913000,2537000,25833000,137333000,5378000,3483000,301708000,4498000,,111804000,,48601000,226868000,85787000,39009000,124796000,488997000,86642000,,,17974000,,9501000,114117000,144028000,,,69860000,213888000,328005000,160992000,160992000,488997000,,,64064037,1287755,3167967,0.1978,,,466779556,783112501,1249892057,795672057,454220000,458079395,-3859395,27037916,23178521,,23178521,0.323101,104775179,260760057,,
2018,688022,234041,CENTER FOR FORENSIC PHYCHIATRY,1500 MEDICAL CENTER DRIVE,ANN ARBOR,MI,48106,WASHTENAW,11460,U,PH,4,10,10/1/2017,9/30/2018,528,,,2971,7446,85758,240,87600,,33,22,179,240,,2971,7446,85758,240,87600,,33,22,179,,,,,37480098,53044232,2710462,96732654,89563054,2499,89565553,,,37480098,,,,,,,,,,,,,5967,,105180712,,1516772,1509931,,,71044641,,,,71044641,55393,,,,,,55393,,,,,,55393,70989248,70989248,71044641,,,,,,,,,,,,,,90524330,-90524330,90524330,,,,,,,,
2018,688024,330224,BENEDICTINE HOSPITAL,105 MARYS AVENUE,KINGSTON,NY,12401,ULSTER,28740,U,STH,1,2,1/1/2018,12/31/2018,322.4,0.7,,1404,1193,7761,45,16425,,312,196,1676,105,,1398,1193,7748,40,14600,,312,196,1676,66872,2886075,797253,11403998,25634332,38174503,2635674,56273494,180671684,47240546,227912230,6347923,,25634332,681917,,,74623,,,8843548,-2455087,,,2308676,8771760,209532,2158828,68767807,,,55426357,,,24131394,,4275051,4275051,37178205,10272923,4548532,,2160719,,18728269,35710443,,3604617,,4571422,8176039,43886482,-6742692,-6708277,37178205,,2261496,751557,403136,328875,0.4366,1286253,34563,180671681,47240546,227912227,183125624,44786603,63808835,-19022232,13482308,-5539924,-2763160,-2776764,0.246909,8097345,85557966,,
2018,688028,364038,BELMONT PINES,615 CHURCHILL- HUBBARD ROAD,YOUNGSTOWN,OH,44505,MAHONING,49660,U,PH,4,4,5/1/2018,4/30/2019,137.02,,,,48,12621,45,16425,,,9,1917,101,,,48,12621,45,16425,,,9,1917,,,,,8251830,7185582,751897,13064301,34213480,7630320,41843800,,,,,,,-37267,,,5596790,-2949781,25797,53625,,2904832,253500,,,7592854,,1065947,,,5757267,14384194,897236,15281430,23943529,252982,401989,642927,,,69161,1367059,,,,-23325336,-23325336,-21958277,45901806,45901806,23943529,,,,,,,,,35760225,8697938,44458163,23713636,20744527,15437412,5307115,21850,5328965,451742,4877223,,,,,
2018,688045,521342,INDIANHEAD MEDICAL CENTER,COUNTY HIGHWAY,SHELL LAKE,WI,54871,,99952,R,CAH,1,4,1/1/2018,12/31/2018,67.58,,,1188,33,1491,25,9150,,192,8,268,25,,739,33,1017,25,9150,,192,8,268,,229844,105516,105516,3484834,5588722,232604,8197490,2750173,9425828,12176001,,,3484834,,,,,,,2362544,-1116078,279322,45852,143033,1779924,62202,,628709,,,3496795,,,587471,,14700,14700,2382095,442472,328406,7308,205600,,55560,1039346,,529840,,72931,602771,1642117,767171,767171,2409288,,,,,,,,,2757243,10994803,13752046,5076667,8675379,9073556,-398177,286017,-112160,,-112160,0.67325,143685,,,
2018,688056,44011,ARKANSAS STATE HOSPITAL,305 SOUTH PALM,LITTLE ROCK,AR,72205-4096,PULASKI,30780,U,PH,4,10,7/1/2018,6/30/2019,681,,4320,2162,19,76169,230,83950,9,49,1,367,230,4320,2162,19,76169,230,83950,9,49,1,367,,,,,25208309,23547191,1176138,46726979,60336422,5684,60342106,,,,,,,,,,,,,,,,,,,,,,,,,,,1143298,1143298,,,,,,,,,,,,,,1143298,1143298,1143298,,,,,,,,,60336882,5224,60342106,11651087,48691019,48755500,-64481,,-64481,,-64481,,,,,
